ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit
C386147,UMK105CG820JV-F,0402,50,82pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C183726,C0402C0G820K500NTB,0402,50,82pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C335535,0603NR82B500CT,0603,50,0.82pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C520002,CC0805BRNPO9BNR82,0805,50,0.82pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C527309,CC1206JRNPOBBN820,1206,50,82pF ±5% 500V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C327193,CC0805JRNPO0BN820,0805,25,82pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C609532,100A820JT150X,"SMD,1.4x1.4x1.45mm",25,82pF ±5% 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C501852,0603CGR82C500NT,0603,20,0.82pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C527189,CC0805FRNPO9BN820,0805,19,82pF ±1% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C597177,06035A820JAT2A,0603,15,82pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C327283,CC0402BRNPO9BNR82,0402,15,0.82pF ±0.1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C314304,0603N820J500CT,0603,14,82pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C520065,CC0805GRNPO9BN820,0805,10,82pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C380379,GCM1885C1H820JA16D,0603,9,82pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C97883,GRM1885C1H820JA01D,0603,9,82pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C437531,GRM1882C1H820JA01D,0603,5,82pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C301993,0402N820J500CT,0402,5,82pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C509272,0805N820G500CT,0805,3,82pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C1322380,0805CG820J101NT,0805,2,82pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000082000000,microfarad
C44548,0402CG910J500NT,0402,11862,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C282075,CC0603JRNPO9BN910,0603,3937,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C376913,TCC0805COG910J500BT,0805,3724,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C1686,0603CG910J500NT,0603,804,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C318653,CL10C910JB8NNNC,0603,78,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C519923,CC0805JRNPO9BN910,0805,66,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C2194818,GCM1555C1H910JA16D,0402,30,91pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C519497,CC0603FRNPO9BN910,0603,9,91pF ±1% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000091000000,microfarad
C106200,CC0402JRNPO9BN101,0402,1333958,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C62768,CC0805JRNPO9BN101,0805,285380,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C466223,TCC0402C0G101J500AT,0402,285319,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C258474,C0603NP0101JGT,0201,135029,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C44567,0603CG101J101NT,0603,96694,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C76633,C2012C0G2A101JT000N,0805,71091,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C376854,TCC0805COG101J101BT,0805,51264,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C482486,HGC0402G0101J500NTEJ,0402,19997,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C386124,UMK105CG101JVHF,0402,19618,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C344186,TCC0603COG101J500CT,0603,10007,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C77481,0805N101J101CT,0805,8208,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C277521,CC0402GRNPO9BN101,0402,6035,100pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C367316,TCC1206COG101J102DT,1206,5062,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C525297,FN21X101K500PXG,0805,4870,100pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C66331,0805CG101J251NT,0805,4581,100pF ±5% 250V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C182934,0805CG101G500NT,0805,4259,100pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C237162,1206N101J500CT,1206,4170,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C382718,C1005NPO101JGT,0402,4123,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C343033,C1608NP01H101JT000N,0603,4085,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C173273,500R14N101JV4T,0603,3983,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C183115,C1608C0G1H101JT000N,0603,3946,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C107105,CC0805JRNPO0BN101,0805,3884,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C464454,0805CG101F101NT,0805,3798,100pF ±1% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C525281,FN21N101J500PAG,0805,3740,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C152894,0805B101K101,0805,3732,100pF ±10% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C519513,CC0603JRX7R9BB101,0603,3642,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C445763,C1005C0G1H101JT000F,0402,3519,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C525321,FP31N101J102PXG,1206,3438,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C326819,AC0805JRNPO9BN101,0805,3393,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C480251,C1206X101K102T,1206,3119,100pF ±10% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C377018,TCC1206COG101J102ET,1206,2986,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C296046,0603N101G500CT,0603,2941,100pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C465170,HHV1206G0101J102NSJJ,1206,2718,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C565670,FV21N101J102ECG,0805,2676,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C525354,FV31N101J102PXG,1206,2587,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C115607,C0402C0G101J500NTB,0402,2435,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C63696,0603CG101J201NT,0603,2211,100pF ±5% 200V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C105963,C1206N101J102T,1206,2103,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C430890,102R18W101KV4E,1206,1961,100pF ±10% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C107179,CC1206JRNPO9BN101,1206,1916,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C77445,0603N101J101CT,0603,1784,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C296113,1206B101K102CT,1206,1678,100pF ±10% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C576984,CC0805JRNPOYBN101,0805,1595,100pF ±5% 250V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C307357,CL10C101JB81PNC,0603,1470,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C541383,CC0402KRX7R8BB101,0402,1450,100pF ±10% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C525173,FM18N101J101PSG,0603,1395,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C382206,FV31N101J102ECG,1206,1385,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C44911,1206CG101J101NT,1206,1374,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C508866,CGJ4C2C0G2A101JT000N,0805,1288,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C37456,0805CG101J101NT,0805,1198,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C113799,CC0603JRNPOYBN101,0603,1196,100pF ±5% 250V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C152893,0805B101K201CT,0805,1186,100pF ±10% 200V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C525504,1206B101K202CT,1206,1140,100pF ±10% 2kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C599829,C0805C101K5GAC7800,0805,702,100pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C424853,0603B101K101CT,0603,623,100pF ±10% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C597014,04025A101JAT2A,0402,565,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C182932,0603CG101G500NT,0603,539,100pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C141176,C1206C101KCRAC7800,1206,539,100pF ±10% 500V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C342968,C3216C0G2J101JT000N,1206,518,100pF ±5% 630V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C784083,FM21N101J101PAG,0805,509,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C167435,102R18N101JV4E,1206,490,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C282495,TCC0603COG101J101CT,0603,480,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C513435,V101J0402C0G500NBT,0402,324,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C237164,1206B101K251CT,1206,295,100pF ±10% 250V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C444882,CL10C101JC81PNC,0603,294,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C182933,0805CG101F500NT,0805,205,100pF ±1% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C343043,C1005NP01H101JT000F,0402,138,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C376855,TCC0805COG101J101FT,0805,114,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C346227,CL21C101JB61PNC,0805,114,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C162451,GRM31A5C3A101JW01D,1206,107,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C725586,C3216NP0101JPPS,1206,104,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C323564,MT18N101J101CT,0603,80,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C296084,0805N101G500CT,0805,75,100pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C458891,0603N101G250CT,0603,49,100pF ±2% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C295956,0402N101J101CT,0402,48,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C524560,GQM22M5C2H101JB01L,-,31,100pF ±5% 500V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C541358,CC0402JRNPO8BN101,0402,29,100pF ±5% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C272886,CC1206JKNPOZBN101,1206,29,100pF ±5% 630V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C430889,631R18W101KV4E,1206,27,100pF ±10% 630V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C76606,C1608C0G2E101JT000N,0603,26,100pF ±5% 250V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C609640,100A101KW150X,"SMD,1.4x1.4x1.45mm",22,100pF ±10% 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C338132,1206N101J102CT,1206,20,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C565662,FV31X101K102ECG,1206,20,100pF ±10% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C609637,100A101JCA150X,"SMD,1.4x1.4x1.45mm",20,100pF ±5% 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C609636,100A101FT150X,"SMD,1.4x1.4x1.45mm",19,100pF ±1% 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C458892,0603N101J250CT,0603,16,100pF ±5% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C609638,100A101JT150X,"SMD,1.4x1.4x1.45mm",15,100pF ±5% 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C377045,TCC1206X7R101J102ET,1206,15,100pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C342536,C1608C0G2A101JT000N,0603,14,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C343055,C1005C0G2A101JT000F,0402,13,100pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C377046,TCC1206X7R101K102DT,1206,9,100pF ±10% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C527246,CC1206GRNPO9BN101,1206,8,100pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C182931,0603CG101G101NT,0603,7,100pF ±2% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C296047,0603N101K500CT,0603,7,100pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C609560,100B101GP500X,"SMD,2.79x2.79x2.59mm",5,100pF ±2% 500V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C609639,100A101JW150X,"SMD,1.4x1.4x1.45mm",5,100pF ±5% 150V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C106093,C1210N101J202T,1210,4,100pF ±5% 2kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C396798,1206N101J501CT,1206,4,100pF ±5% 500V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C386148,UMK105CH101JVHF,0402,3,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C323563,MT18N101J500CT,0603,2,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000100000000,microfarad
C14858,CL10C101JB8NNNC,0603,3243687,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,0.000100000000,microfarad
C1546,0402CG101J500NT,0402,2203091,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,0.000100000000,microfarad
C1790,CL21C101JBANNNC,0805,379400,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,0.000100000000,microfarad
C519568,CC0603FRNPO9BN111,0603,3858,110pF ±1% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000110000000,microfarad
C185562,GRM1555C1H111JA01D,0402,2302,110pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000110000000,microfarad
C327208,CC0603JRNPO9BN111,0603,213,110pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000110000000,microfarad
C519475,CC0603GRNPO9BN111,0603,45,110pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000110000000,microfarad
C107035,CC0603JRNPO9BN121,0603,179951,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C561174,C1608NP0121JGTS,0603,16747,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C312114,C1005X7R121MGTS,0402,11580,120pF ±20% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C152813,0402B121K500CT,0402,10898,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C237176,0402N121J500CT,0402,10463,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C513746,C1005NPO121JGTS,0402,9080,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C695379,CGA2B2C0G1H121JT0Y0F,0402,8830,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C161406,GRM0335C1H121JA01D,0201,8710,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C307442,CL05C121JB5NNNC,0402,7990,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C126496,GCM1555C1H121FA16D,0402,7460,120pF ±1% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C161146,GCM1555C1H121JA16D,0402,7230,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C147501,C1005X7R121KGTS,0402,6350,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C1643,0603CG121J500NT,0603,6109,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C541468,CC0402FRNPO9BN121,0402,5231,120pF ±1pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C113788,CC0402KRX7R9BB121,0402,5055,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C106996,CC0402JRNPO9BN121,0402,4708,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C396705,0402N121G500CT,0402,4120,120pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C527211,CC0805JRNPOBBN121,0805,4004,120pF ±5% 500V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C376768,TCC0603COG121J500CT,0603,3770,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C338050,CGA3E2C0G1H121JT0Y0N,0603,3256,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C610144,V121J0402C0G500NBT,0402,2725,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C327221,CC0603JRNPO0BN121,0603,2619,120pF ±5% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C376930,TCC0805X7R121K500BT,0805,2267,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C458932,0805N121J201CT,0805,2214,120pF ±5% 200V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C326851,CC1206JRNPO9BN121,1206,1960,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C296049,0603N121J500CT,0603,1341,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C363294,FN15N121J500PNG,0402,1305,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C40059,0402CG121J500NT,0402,1267,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C113887,CC1206JRNPOABN121,1206,1242,120pF ±5% 200V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C302012,0603B121K500CT,0603,1223,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C61636,0603B121K500NT,0603,1157,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C285005,0402B121K500NT,0402,1079,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C559298,C0805X121K251TB,0805,1020,120pF ±10% 250V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C525508,1808N121J202CT,1808,943,120pF ±5% 2kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C107109,CC0805JRNPO9BN121,0805,918,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C527208,CC0805JRNPOABN121,0805,785,120pF ±5% 200V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C113873,CC1206JKNPOCBN121,1206,778,120pF ±5% 1kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C565590,FN18X121K500PSG,0603,734,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C388031,0603N121J201CT,0603,635,120pF ±5% 200V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C152889,0805B121K500CT,0805,632,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C526986,CC0402GRNPO9BN121,0402,473,120pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C527263,CC1206JKNPODBN121,1206,415,120pF ±5% 2kV,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C282671,TCC0603X7R121K500CT,0603,339,120pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C302051,0603N121G500CT,0603,269,120pF ±2% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C126547,GCM1885C1H121JA16D,0603,260,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C1793,0805CG121J500NT,0805,106,120pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C267378,C0603X7R121KFT,0201,85,120pF ±10% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
C152890,0805B121K251CT,0805,69,120pF ±10% 250V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,expand,0.000120000000,microfarad
