ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit,Datasheet
C9634,C9634,SOT-89-3,255641,NPN 30V 3A Y档 160~320,Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/1809192311_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--C9634_C9634.pdf
C7950,LM358DR2G,SOIC-8,247565,运算放大器，单电源，双路,Operational Amplifier,base,,,https://datasheet.lcsc.com/lcsc/1811100911_onsemi-LM358DR2G-_C7950.pdf
C1658,0603CG300J500NT,0603,243795,30pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261611_FH--Guangdong-Fenghua-Advanced-Tech-0603CG300J500NT_C1658.pdf
C22807,0603WAF1503T5E,0603,225096,150kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1503T5E_C22807.pdf
C20197,4D03WGJ0102T5E,0603x4,213124,1kΩ ±5%,Resistor Networks & Arrays,base,,,https://datasheet.lcsc.com/lcsc/1810311812_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0102T5E_C20197.pdf
C25779,0402WGF3302TCE,0402,200211,33kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3302TCE_C25779.pdf
C22938,0603WAF2204T5E,0603,198385,2.2MΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2204T5E_C22938.pdf
C22939,0603WAF220KT5E,0603,192737,2.2Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF220KT5E_C22939.pdf
C5605,"74HC14D,653",SOIC-14,191755,"74HC14D,653",Inverters,base,,,https://datasheet.lcsc.com/lcsc/1811141851_Nexperia-74HC14D-653_C5605.pdf
C22980,0603WAF3601T5E,0603,187178,3.6kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3601T5E_C22980.pdf
C23254,0603WAF8202T5E,0603,186440,82kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF8202T5E_C23254.pdf
C1615,0603B334K250NT,0603,185110,330nF ±10% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061811_FH--Guangdong-Fenghua-Advanced-Tech-0603B334K250NT_C1615.pdf
C25771,0402WGF2702TCE,0402,180817,27kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2702TCE_C25771.pdf
C2488,MB10S,MBS,172843,1kV 1A 大芯片  .,Bridge Rectifiers,base,,,https://datasheet.lcsc.com/lcsc/2105061432_MDD-Microdiode-Electronics--MB10S_C2488.pdf
C25981,0603WAF8201T5E,0603,161454,8.2kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF8201T5E_C25981.pdf
C107045,CC0603JRNPO9BN270,0603,141429,27pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811082127_YAGEO-CC0603JRNPO9BN270_C107045.pdf
C23265,0603WAF9102T5E,0603,138934,91kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF9102T5E_C23265.pdf
C1594,0603B151K500NT,0603,133017,150pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061810_FH--Guangdong-Fenghua-Advanced-Tech-0603B151K500NT_C1594.pdf
C17802,0805W8F680JT5E,0805,122671,68Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F680JT5E_C17802.pdf
C7955,LM393DR2G,SOIC-8,115470,比较器，双，低偏移电压,Comparators,base,,,https://datasheet.lcsc.com/lcsc/1809171611_onsemi-LM393DR2G_C7955.pdf
C1559,0402CG2R2C500NT,0402,113787,2.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141843_FH--Guangdong-Fenghua-Advanced-Tech-0402CG2R2C500NT_C1559.pdf
C23147,0603WAF3602T5E,0603,112968,36kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3602T5E_C23147.pdf
C17521,0805W8F220KT5E,0805,112400,2.2Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F220KT5E_C17521.pdf
C17801,0805W8F6802T5E,0805,107974,68kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F6802T5E_C17801.pdf
C25767,0402WGF2203TCE,0402,102375,220kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2203TCE_C25767.pdf
C1631,0603B682K500NT,0603,87866,6.8nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061811_FH--Guangdong-Fenghua-Advanced-Tech-0603B682K500NT_C1631.pdf
C17818,0805W8F7500T5E,0805,87621,750Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F7500T5E_C17818.pdf
C28262,CL10C680JB8NNNC,0603,80721,68pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261521_Samsung-Electro-Mechanics-CL10C680JB8NNNC_C28262.pdf
C1846,1206B103K500NT,1206,73185,10nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811051111_FH--Guangdong-Fenghua-Advanced-Tech-1206B103K500NT_C1846.pdf
C7377,MCP6002T-I/SN,SOIC-8,67209,MCP6002T-I/SN,Operational Amplifier,base,,,https://datasheet.lcsc.com/lcsc/1811081213_Microchip-Tech-MCP6002T-I-SN--_C7377.pdf
C13482,SP3232EEY-L/TR,TSSOP-16,65670,收发器 235Kbps,RS232 ICs,base,,,https://datasheet.lcsc.com/lcsc/1810111814_MaxLinear-SP3232EEY-L-TR_C13482.pdf
C13533,CL05C331JB5NNNC,0402,65471,330pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810192025_Samsung-Electro-Mechanics-CL05C331JB5NNNC_C13533.pdf
C23170,0603WAF4300T5E,0603,63650,430Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF4300T5E_C23170.pdf
C75501,78L12G-AB3-R,SOT-89-3,62853,正 Vin=35V Vout=12V 100mA,Linear Voltage Regulators (LDO),base,,,https://datasheet.lcsc.com/lcsc/1810271811_UTC-Unisonic-Tech-78L12G-AB3-R_C75501.pdf
C107145,CC0805KRX7R9BB221,0805,58476,220pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1809281326_YAGEO-CC0805KRX7R9BB221_C107145.pdf
C7063,SN75176BDR,SOIC-8,56573,SN75176BDR,RS-485/RS-422 ICs,base,,,https://www.ti.com/cn/lit/gpn/sn75176b
C32346,Q13FC1350000400,SMD3215-2P,55157,32.768kHz ±20ppm 12.5pF,Crystals,base,,,https://datasheet.lcsc.com/lcsc/1810171817_Seiko-Epson-Q13FC1350000400_C32346.pdf
C110020,6N137S1(TA),SMD,51129,6N137S1 (TA),Optocouplers,base,,,https://datasheet.lcsc.com/szlcsc/1908282202_Everlight-Elec-6N137S1-TA_C110020.pdf
C5590,"74HC04D,653",SOIC-14,47555,"74HC04D,653",Inverters,base,,,https://datasheet.lcsc.com/lcsc/1808271813_Nexperia-74HC04D-653_C5590.pdf
C17985,1206W4F7500T5E,1206,46151,750Ω ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F7500T5E_C17985.pdf
C17695,0805W8F4302T5E,0805,42215,43kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4302T5E_C17695.pdf
C1716,0805B151K500NT,0805,40443,150pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061722_FH--Guangdong-Fenghua-Advanced-Tech-0805B151K500NT_C1716.pdf
C1034,SDFL1608Q4R7KTF,0603,39792,4.7uH ±10% 2.1Ω,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL1608Q4R7KTF_C1034.pdf
C1792,0805CG120J500NT,0805,32194,12pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061723_FH--Guangdong-Fenghua-Advanced-Tech-0805CG120J500NT_C1792.pdf
C1043,CMI201209U2R2KT,0805,30089,2.2uH ±10% 600mΩ,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/1811061719_FH--Guangdong-Fenghua-Advanced-Tech-CMI201209U2R2KT_C1043.pdf
C52717,STM8S003F3P6TR,TSSOP-20,28117,STM8 16MHz 闪存：8K@x8bit RAM：1KB,Microcontroller Units (MCUs/MPUs/SOCs),base,,,https://datasheet.lcsc.com/lcsc/1811121205_STMicroelectronics-STM8S003F3P6TR_C52717.pdf
C1576,0402CG6R8C500NT,0402,27554,6.8pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG6R8C500NT_C1576.pdf
C6482,AT24C256C-SSHL-T,SOIC-8,25073,AT24C256C-SSHL-T,EEPROM,base,,,https://datasheet.lcsc.com/lcsc/1809151932_Microchip-Tech-AT24C256C-SSHL-T_C6482.pdf
C22107,1206W4F1204T5E,1206,21871,1.2MΩ ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-1206W4F1204T5E_C22107.pdf
C32375,SDFL2012T220KTF,0805,16904,22uH ±10% 1.1Ω,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012T220KTF_C32375.pdf
C55961,STM8S103F3P6,TSSOP-20,1728,STM8,ST Microelectronics,base,,,https://datasheet.lcsc.com/lcsc/1809192122_STMicroelectronics-STM8S103F3P6_C55961.pdf
C2990473,SMF6.0CA,SOD-123FL,831,双向 Vrwm:6V 200W,TVS,base,,,https://datasheet.lcsc.com/lcsc/2205181716_Liown-SMF6-0CA_C2990473.pdf
C21189,0603WAF0000T5E,0603,5111620,0Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF0000T5E_C21189.pdf
C15850,CL21A106KAYNNNE,0805,4631341,10uF ±10% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811121310_Samsung-Electro-Mechanics-CL21A106KAYNNNE_C15850.pdf
C25741,0402WGF1003TCE,0402,4517798,100kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1003TCE_C25741.pdf
C1588,CL10B102KB8NNNC,0603,3818106,1nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811071810_Samsung-Electro-Mechanics-CL10B102KB8NNNC_C1588.pdf
C14858,CL10C101JB8NNNC,0603,3242800,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151136_Samsung-Electro-Mechanics-CL10C101JB8NNNC_C14858.pdf
C8326,MMBT5401,SOT-23,2814312,PNP 150V 600mA H档200-300,Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/1809140241_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT5401_C8326.pdf
C1595,0603B152K500NT,0603,2731455,1.5nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061810_FH--Guangdong-Fenghua-Advanced-Tech-0603B152K500NT_C1595.pdf
C22859,0603WAF100JT5E,0603,2477629,10Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF100JT5E_C22859.pdf
C17408,0805W8F1000T5E,0805,1967690,100Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1000T5E_C17408.pdf
C4190,0603WAF2201T5E,0603,1900588,2.2kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF2201T5E_C4190.pdf
C17604,0805W8F2001T5E,0805,1809678,2kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2001T5E_C17604.pdf
C17477,0805W8F0000T5E,0805,1538613,0Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F0000T5E_C17477.pdf
C8598,B5819W SL,SOD-123,1401664,40V 1A 600mV@1A,Schottky Barrier Diodes (SBD),base,,,https://datasheet.lcsc.com/lcsc/1809140216_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--B5819W-SL_C8598.pdf
C3113,CJ431,SOT-23-3,1333760,2.5V~36V 100mA,Voltage References,base,,,https://datasheet.lcsc.com/lcsc/1809140322_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--CJ431--_C3113.pdf
C23193,0603WAF5100T5E,0603,1317709,510Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5100T5E_C23193.pdf
C17901,1206W4F1000T5E,1206,1118400,100Ω ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1000T5E_C17901.pdf
C17902,1206W4F1002T5E,1206,1060066,10kΩ ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1002T5E_C17902.pdf
C23138,0603WAF3300T5E,0603,985451,330Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3300T5E_C23138.pdf
C17900,1206W4F1003T5E,1206,857405,100kΩ ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1003T5E_C17900.pdf
C1550,0402CG1R0C500NT,0402,817468,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG1R0C500NT_C1550.pdf
C17887,1206W4F3000T5E,1206,750979,300Ω ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-1206W4F3000T5E_C17887.pdf
C8543,S9012 2T1,SOT-23,745080,PNP 25V 500mA (200-350),Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/1809181212_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S9012-2T1_C8543.pdf
C6649,EL357N(B)(TA)-G,SOP-4-2.54,744916,EL357N(B)(TA)-G,Optocouplers - Phototransistor Output,base,,,https://datasheet.lcsc.com/lcsc/1809192312_Everlight-Elec-EL357N-B-TA-G_C6649.pdf
C22787,0603WAF1200T5E,0603,674402,120Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1200T5E_C22787.pdf
C17557,0805W8F2200T5E,0805,655841,220Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2200T5E_C17557.pdf
C22962,0603WAF2200T5E,0603,617815,220Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2200T5E_C22962.pdf
C17617,0805W8F3000T5E,0805,604913,300Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3000T5E_C17617.pdf
C1604,0603B222K500NT,0603,587432,2.2nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810301614_FH--Guangdong-Fenghua-Advanced-Tech-0603B222K500NT_C1604.pdf
C1547,0402CG120J500NT,0402,559556,12pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG120J500NT_C1547.pdf
C25120,0402WGF499JTCE,0402,548062,49.9Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF499JTCE_C25120.pdf
C25756,0402WGF1502TCE,0402,521939,15kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1502TCE_C25756.pdf
C1644,CL10C150JB8NNNC,0603,513244,15pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10C150JB8NNNC_C1644.pdf
C1603,CL10B221KB8NNNC,0603,458543,220pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10B221KB8NNNC_C1603.pdf
C17560,0805W8F2202T5E,0805,447943,22kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2202T5E_C17560.pdf
C4275,0603WAF750JT5E,0603,426785,75Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0603WAF750JT5E_C4275.pdf
C25774,0402WGF3003TCE,0402,416315,300kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3003TCE_C25774.pdf
C15127,AO3401A,SOT-23,409380,P沟道 30V 4A,MOSFETs,base,,,https://datasheet.lcsc.com/lcsc/1810171817_Alpha---Omega-Semicon-AO3401A_C15127.pdf
C5947,"74HC595D,118",SOIC-16,407284,"74HC595D,118",Registers,base,,,https://datasheet.lcsc.com/lcsc/1811021715_Nexperia-74HC595D-118_C5947.pdf
C22940,0603WAF2401T5E,0603,388247,2.4kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2401T5E_C22940.pdf
C1790,CL21C101JBANNNC,0805,378684,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810241824_Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf
C1051,CMI321609X100KT,1206,365092,10uH ±10% 800mΩ,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/1810311314_FH--Guangdong-Fenghua-Advanced-Tech-CMI321609X100KT_C1051.pdf
C22961,0603WAF2203T5E,0603,356211,220kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2203T5E_C22961.pdf
C7512,ULN2003ADR,SOIC-16,350398,ULN2003ADR,Darlington Transistor Arrays,base,,,https://www.ti.com/cn/lit/gpn/uln2003a
C25792,0402WGF4702TCE,0402,346035,47kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4702TCE_C25792.pdf
C17928,1206W4F100KT5E,1206,322374,1Ω ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F100KT5E_C17928.pdf
C2296,17-21SUYC/TR8,LED_0805,315693,LED_灯_黄_Iv=95-113_λd=592-594,Light Emitting Diodes (LED),base,,,https://datasheet.lcsc.com/lcsc/1806151129_Hubei-KENTO-Elec-17-21SUYC-TR8_C2296.pdf
C22765,0603WAF1201T5E,0603,283355,1.2kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1201T5E_C22765.pdf
C7250,0603WAF1005T5E,0603,262328,10MΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0603WAF1005T5E_C7250.pdf
C1552,0402CG1R5C500NT,0402,246723,1.5pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151132_FH--Guangdong-Fenghua-Advanced-Tech-0402CG1R5C500NT_C1552.pdf
C23151,0603WAF3900T5E,0603,239885,390Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3900T5E_C23151.pdf
C1549,0402CG180J500NT,0402,229038,18pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141814_FH--Guangdong-Fenghua-Advanced-Tech-0402CG180J500NT_C1549.pdf
C1744,0805B472K500NT,0805,217357,4.7nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061719_FH--Guangdong-Fenghua-Advanced-Tech-0805B472K500NT_C1744.pdf
C4177,0603WAF1801T5E,0603,211932,1.8kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF1801T5E_C4177.pdf
C8062,ZMM5V6-M,LL-34,207196,5.6V 500mW,Zener Diodes,base,,,https://datasheet.lcsc.com/lcsc/1809301122_ST-Semtech-ZMM5V6-M_C8062.pdf
C1565,0402CG3R3C500NT,0402,205867,3.3pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG3R3C500NT_C1565.pdf
C1647,CL10C180JB8NNNC,0603,205764,18pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261621_Samsung-Electro-Mechanics-CL10C180JB8NNNC_C1647.pdf
C1739,0805B333K500NT,0805,183402,33nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061723_FH--Guangdong-Fenghua-Advanced-Tech-0805B333K500NT_C1739.pdf
C23221,0603WAF6202T5E,0603,179269,62kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF6202T5E_C23221.pdf
C24278,B772,SOT-89-3,178282,PNP 30V 3A 160-320,Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/1809211023_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--B772_C24278.pdf
C22797,0603WAF1302T5E,0603,157007,13kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1302T5E_C22797.pdf
C25897,0402WGF4992TCE,0402,149203,49.9kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF4992TCE_C25897.pdf
C11616,0402WGF5103TCE,0402,132400,510kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0402WGF5103TCE_C11616.pdf
C7433,OP07CDR,SOIC-8,131996,OP07CDR,Precision OpAmps,base,,,http://www.ti.com/cn/lit/gpn/op07c
C17797,0805W8F6803T5E,0805,129976,680kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F6803T5E_C17797.pdf
C51721,0402WGF3901TCE,0402,129817,3.9kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010000_UNI-ROYAL-Uniroyal-Elec-0402WGF3901TCE_C51721.pdf
C17924,1206W4F1800T5E,1206,126842,180Ω ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1800T5E_C17924.pdf
C25196,0603WAF560JT5E,0603,121633,56Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF560JT5E_C25196.pdf
